Company,Sector,State,City,Roles,LinkedIn,Website
Tata Investment Corporation,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/tata-investment-corporation,http://www.tatainvestment.com
Ziyara Network,Information Technology,India,Ajmer,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/ziyara-network,https://ziyara.net/
AgniKul Cosmos,Information Technology,Tamil Nadu,Chennai,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/agnikul-cosmos,https://agnikul.in/
Abcence,Information Technology,West Bengal,Kolkata,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/abcence,https://abcence.com/
Tara books,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/tara-books,N/A
The Moon Exports,General,India,Sambhal District,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/the-moon-exports,https://www.themoonexports.com
Pixxel,Information Technology,Karnataka,Bengaluru,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/pixxel,http://pixxel.space/
Keka HR,General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/keka-hr,https://www.keka.com
Abcence,Information Technology,West Bengal,Kolkata,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/abcence,https://abcence.com/
Sunrise Foods,Manufacturing,West Bengal,Kolkata,"Production Supervisor, Quality Engineer, Maintenance Engineer, Process Engineer",https://www.linkedin.com/company/sunrise-foods,http://www.sunrise.in
Allen Solly,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/allen-solly,https://www.allensolly.com/
Hindi Olympiad Foundation,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/hindi-olympiad-foundation,https://www.hindiolympiad.com
QpiAI,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/qpiai,https://qpiai.tech/
Idea Cellular,Telecommunications,India,Gandhinagar,"Network Engineer, RF Engineer, Field Technician, Support Engineer",https://www.linkedin.com/company/idea-cellular,https://www.ideacellular.com/
Catalyst Chemical Industries (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/catalyst-chemical-industries-india,http://catalystchemicals.com/
Cellix Bio (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/cellix-bio-india,https://www.cellixbio.com/index.html
Cognetix (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/cognetix-india,https://cognetix.com/
Dorf Ketal (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/dorf-ketal-india,https://www.dorfketal.com/
IBC Pharmaceuticals (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ibc-pharmaceuticals-india,http://ibcpharma.com/
Indus Biotech (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/indus-biotech-india,http://www.indusbiotech.com/
Poly Medicure (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/poly-medicure-india,https://www.polymedicure.com/
Razorpay,General,India,India,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/razorpay,https://razorpay.com
Homevior,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/homevior,https://www.homevior.com/
Weddopedia,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/weddopedia,http://weddopedia.com/
Mukur Press,General,India,Cuttack,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mukur-press,N/A
Thos. Bear & Sons,General,India,India,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/thos-bear-sons,N/A
Hindi Olympiad Foundation,Education,India,New Delhi,"Teacher, Academic Coordinator, Education Counselor",https://www.linkedin.com/company/hindi-olympiad-foundation,https://www.hindiolympiad.com
FlyDining Restaurant,General,India,Karnataka,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/flydining-restaurant,https://www.flydining.com/city-locations/locations
Yulu,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/yulu,https://www.yulu.bike/
TYASuite,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/tyasuite,https://www.tyasuite.com
Anokhi,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/anokhi,https://www.anokhi.com/
Intas Pharmaceuticals,Pharmaceuticals,Gujarat,Ahmedabad,"R&D Scientist, Production Operator, Quality Assurance, Regulatory Affairs, Pharmacovigilance",https://www.linkedin.com/company/intas-pharmaceuticals,https://www.intaspharma.com/
Steel World,Steel & Metals,India,Thamarassery,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/steel-world,N/A
Abcence,Information Technology,West Bengal,Kolkata,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/abcence,https://abcence.com/
Shepherd & Robertson,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/shepherd-robertson,N/A
Pristyn Care,Healthcare,Haryana,Gurgaon,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/pristyn-care,N/A
Razorpay,Information Technology,India,India,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/razorpay,https://razorpay.com
VitaminHaat,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/vitaminhaat,https://www.vitaminhaat.com
Paytm Money,General,India,Banipate Banartpur,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/paytm-money,https://www.paytmmoney.com/
QNu Labs,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/qnu-labs,https://www.qnulabs.com/
Theranautilus,Healthcare,Karnataka,Bengaluru,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/theranautilus,http://www.theranautilus.com/
Six5Six,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/six5six,https://six5six.in/
VitaminHaat,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/vitaminhaat,https://www.vitaminhaat.com
Shriram General Insurance,Insurance,Rajasthan,Jaipur,"Claims Executive, Underwriter, Policy Advisor",https://www.linkedin.com/company/shriram-general-insurance,https://www.shriramgi.com
Villamart,Agriculture,India,Bhubaneswar,"Agronomist, Farm Manager, Agricultural Engineer",https://www.linkedin.com/company/villamart,https://www.villamart.in/
Nference (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/nference-india,https://nference.ai/
Saaz Genetics (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/saaz-genetics-india,https://www.saazgenetics.com/
Alcon (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/alcon-india,https://www.alcon.com/
Bhakra Beas Management Board,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/bhakra-beas-management-board,https://bbmb.gov.in
Razorpay,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/razorpay,https://razorpay.com
Weddopedia - Wedding Planner,General,India,Bareilly,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/weddopedia-wedding-planner,https://weddopedia.com/
Cyrus Poonawalla Group,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/cyrus-poonawalla-group,https://www.cyruspoonawallagroup.com/
Ziyara Network,Information Technology,India,Ajmer,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/ziyara-network,https://ziyara.net/
Gamolic Studio LLP,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/gamolic-studio-llp,https://gamolic.com
CRED,Biotechnology,Karnataka,Bengaluru,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/cred,https://cred.club/
RailRestro,General,India,Patna,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/railrestro,https://www.railrestro.com
BollyDad,Media & Entertainment,India,New Delhi,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/bollydad,https://bollydad.in
Aditya Music India Private Limited,General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/aditya-music-india-private-limited,N/A
Prescience Insilico,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/prescience-insilico,N/A
Razorpay,Information Technology,Karnataka,Bengaluru,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/razorpay,https://razorpay.com
MC Joint,General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mc-joint,https://www.mcjoint.in
Bullalo,Biotechnology,Telangana,Hyderabad,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/bullalo,https://www.bullalo.com/
Omni Hospitals,General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/omni-hospitals,https://omnihospitals.in/our-hospitals/
5paisa,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/5paisa,https://www.5paisa.com/
Margin Free Market,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/margin-free-market,https://mfreem.com
Damork Drive Corporation,General,Gujarat,Surat,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/damork-drive-corporation,https://www.damorkdrive.com/
Hachette India,General,Haryana,Gurgaon,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/hachette-india,http://hachetteindia.com/
Skyroot Aerospace,Information Technology,Telangana,Hyderabad,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/skyroot-aerospace,https://skyroot.in/
Quadato,General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/quadato,https://quadato.com/
Birdhichand Ghanshyamdas,General,Rajasthan,Jaipur,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/birdhichand-ghanshyamdas,http://www.birdhichand.com/
Adani Wilmar,General,Gujarat,Ahmedabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/adani-wilmar,https://www.awl.in
FirstCry,Retail,Maharashtra,Pune,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/firstcry,http://www.firstcry.com/
Laurus Labs,General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/laurus-labs,http://lauruslabs.com/
LeverageEdu,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/leverageedu,N/A
CCPL Group,General,India,Ranchi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ccpl-group,https://www.ccplindias.com
Razorpay,General,India,Karnataka,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/razorpay,https://razorpay.com
Abcence,Information Technology,West Bengal,Kolkata,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/abcence,https://abcence.com/
Greentech Knowledge Solutions Pvt Ltd,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/greentech-knowledge-solutions-pvt-ltd,https://www.gkspl.in/
Bullalo,Information Technology,Telangana,Hyderabad,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/bullalo,https://www.bullalo.com/
UHO TV,Media & Entertainment,India,New Delhi,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/uho-tv,N/A
Ziyara Network,Information Technology,India,Ajmer,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/ziyara-network,https://ziyara.net/
Kumar Properties,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kumar-properties,https://www.kumarworld.com/
Abcence,Information Technology,West Bengal,Kolkata,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/abcence,https://abcence.com/
UHO TV,Media & Entertainment,India,London,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/uho-tv,N/A
Uttarakhand Jal Vidyut Nigam,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/uttarakhand-jal-vidyut-nigam,https://www.ujvnl.com
Razorpay,Information Technology,India,Karnataka,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/razorpay,https://razorpay.com
One97 Communications,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/one97-communications,https://www.one97.com/
Dynalec Controls Pvt. Ltd.,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/dynalec-controls-pvt-ltd,http://dynaleccontrols.com/
Adani Wilmar,Food & Beverage,Gujarat,Ahmedabad,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/adani-wilmar,https://www.awl.in
Adani Total Gas Limited,General,Gujarat,Ahmedabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/adani-total-gas-limited,N/A
Hindi Olympiad Foundation,Education,India,New Delhi,"Teacher, Academic Coordinator, Education Counselor",https://www.linkedin.com/company/hindi-olympiad-foundation,https://www.hindiolympiad.com
JR Compliance,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/jr-compliance,https://www.jrcompliance.com/
I-HUB Quantum Technology Foundation,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/i-hub-quantum-technology-foundation,https://www.quantech.org.in/
Petrichor Investments,Banking & Finance,Telangana,Hyderabad,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/petrichor-investments,https://www.petrichorinvestments.in/
M&C Saatchi Performance,General,India,London,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/m-c-saatchi-performance,https://www.mcsaatchiperformance.com/
Vijaya Telangana Mega Dairy,Food & Beverage,India,Telangana,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/vijaya-telangana-mega-dairy,N/A
Mascot Press India,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mascot-press-india,https://www.mascotpress.in
Flohaan,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/flohaan,https://flohaan.com
ScienceABC,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/scienceabc,https://www.scienceabc.com
Greenzo Energy,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/greenzo-energy,https://www.greenzoenergy.com
Vijaya Telangana Mega Dairy,Food & Beverage,India,Maheshwaram Mandal,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/vijaya-telangana-mega-dairy,N/A
Sarvatra Technologies,Biotechnology,Maharashtra,Pune,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/sarvatra-technologies,https://sarvatra.tech/
Sri Chaitanya Educational Institutions,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/sri-chaitanya-educational-institutions,https://srichaitanya.net/
Sri Chaitanya Educational Institutions,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/sri-chaitanya-educational-institutions,https://srichaitanyaschool.net/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellobacsi.com/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellodoctor.com.ph/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellodoktor.com/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellohealthgroup.com/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellosehat.com/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://helloyishi.com.tw/
Digi Friction,Information Technology,India,Bareilly,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/digi-friction,https://digifriction.com
Jonmed,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/jonmed,https://jonmed.in
Satmat Group,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/satmat-group,https://satmatgroup.com
Aaroh,Information Technology,India,Rajasthan,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/aaroh,http://www.aaroh.co.in
Sangri Internet,Education,Rajasthan,Jaipur,"Teacher, Academic Coordinator, Education Counselor",https://www.linkedin.com/company/sangri-internet,https://www.sangriinternet.in/
Meghalaya Power Generation Corporation Limited,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/meghalaya-power-generation-corporation-limited,https://meecl.nic.in
Sasha Skin Clinic,General,Telangana,Hyderabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/sasha-skin-clinic,https://sashaclinics.com/
Aaroh,Information Technology,India,Rajasthan,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/aaroh,http://www.aaroh.co.in
Deloitte Touché Tohmatsu India LLP,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/deloitte-touch-tohmatsu-india-llp,N/A
Mascot Press India,Education,India,New Delhi,"Teacher, Academic Coordinator, Education Counselor",https://www.linkedin.com/company/mascot-press-india,https://www.mascotpress.in
I-HUB Quantum Technology Foundation,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/i-hub-quantum-technology-foundation,https://www.quantech.org.in/
Petrichor Investments,Banking & Finance,Telangana,Hyderabad,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/petrichor-investments,https://www.petrichorinvestments.in/
M&C Saatchi Performance,General,India,London,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/m-c-saatchi-performance,https://www.mcsaatchiperformance.com/
Vijaya Telangana Mega Dairy,Food & Beverage,India,Telangana,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/vijaya-telangana-mega-dairy,N/A
Mascot Press India,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mascot-press-india,https://www.mascotpress.in
Flohaan,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/flohaan,https://flohaan.com
Greenzo Energy,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/greenzo-energy,https://www.greenzoenergy.com
Vijaya Telangana Mega Dairy,Food & Beverage,India,Maheshwaram Mandal,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/vijaya-telangana-mega-dairy,N/A
Sarvatra Technologies,Biotechnology,Maharashtra,Pune,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/sarvatra-technologies,https://sarvatra.tech/
Sri Chaitanya Educational Institutions,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/sri-chaitanya-educational-institutions,https://srichaitanya.net/
Sri Chaitanya Educational Institutions,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/sri-chaitanya-educational-institutions,https://srichaitanyaschool.net/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellobacsi.com/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellodoctor.com.ph/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellodoktor.com/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellohealthgroup.com/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://hellosehat.com/
Hello Health Group,Media & Entertainment,India,Singapore,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/hello-health-group,https://helloyishi.com.tw/
Digi Friction,Information Technology,India,Bareilly,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/digi-friction,https://digifriction.com
Jonmed,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/jonmed,https://jonmed.in
Satmat Group,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/satmat-group,https://satmatgroup.com
GD Goenka Toddler House,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/gd-goenka-toddler-house,https://www.gdgoenkatoddlerhouse.com/
Cyber Olympiad Foundation,Education,India,New Delhi,"Teacher, Academic Coordinator, Education Counselor",https://www.linkedin.com/company/cyber-olympiad-foundation,https://www.cyberolympiad.in
Buddy Loan,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/buddy-loan,https://www.buddyloan.com/
ArcVision Technologies,General,West Bengal,Kolkata,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/arcvision-technologies,https://www.arcvisions.com/
Agrivet Research and Advisory Pvt Ltd (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/agrivet-research-and-advisory-pvt-ltd-india,https://www.agrivet.in
Enamor,Retail,India,N/A,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/enamor,https://www.enamor.co.in/
Dhani,Biotechnology,India,New Delhi,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/dhani,https://www.dhani.com/
Excitel Broadband,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/excitel-broadband,https://www.excitel.com/
Raykam Alloys LLP,Steel & Metals,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/raykam-alloys-llp,https://raykamalloys.com/
GD Goenka Public School,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/gd-goenka-public-school,https://www.gdgoenka.com/secondary-education/
Tattva Wellness,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/tattva-wellness,https://tattvaspa.com/
Dyarakoti Media and Services,Media & Entertainment,India,Bageshwar Tehsil,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/dyarakoti-media-and-services,https://www.dyarakotiuk.com
Cloudflare India Private Limited,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/cloudflare-india-private-limited,N/A
GMR Power and Urban Infra Limited,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/gmr-power-and-urban-infra-limited,https://www.gmrpui.com
Bank IFSC Code,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bank-ifsc-code,https://bankifsccode.com/
Summit Indica,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/summit-indica,https://summitindia.com/
Sangri Internet,Media & Entertainment,Rajasthan,Jaipur,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/sangri-internet,https://www.sangriinternet.in/
Mascot Press India,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/mascot-press-india,https://www.mascotpress.in
Kochi Water Metro Limited,General,Kerala,Kochi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kochi-water-metro-limited,https://watermetro.co.in
Kalaivani Consultancy Services,General,India,Bikaner,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kalaivani-consultancy-services,http://www.kcservices.org.in
Anax Laboratories (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/anax-laboratories-india,https://www.anaxlab.com
The D R Kulhalli Company,Retail,Maharashtra,Pune,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/the-d-r-kulhalli-company,N/A
Cyber Olympiad Foundation,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/cyber-olympiad-foundation,https://www.cyberolympiad.in
Jaiprakash Power Ventures Limited,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/jaiprakash-power-ventures-limited,https://www.jppowerventures.com
Aaroh,Biotechnology,India,Bikaner,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/aaroh,http://www.aaroh.co.in
Garapati Autoventures Private Limited,Automotive,India,Vijayawada,"Design Engineer, Production Engineer, Quality Engineer, Sales Engineer",https://www.linkedin.com/company/garapati-autoventures-private-limited,https://garapatitata.com
Raykam Alloys LLP,Steel & Metals,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/raykam-alloys-llp,https://raykamalloys.com/
Web Stories Builder,General,India,Banipate Banartpur,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/web-stories-builder,https://webstoriesbuilder.com
